varname,varlabel,vartype,keep,is_factor,discretize,brr,round,type,restricted,reserve
X2REPEATG11,X2 Percent of 11th graders repeating 11th grade-categorical,F1 student level composites,1,1,0,0,F1,X2,0,46789
X2RETURNG11,X2 Percent of 11th graders returning to school-categorical,F1 student level composites,1,1,0,0,F1,X2,0,46789
X2BEHAVEIN,X2 Scale of school motivation,F1 student level composites,1,0,0,0,F1,X2,0,89
X2MEFFORT,X2 Scale of math class effort,F1 student level composites,1,0,0,0,F1,X2,0,789
X2SEFFORT,X2 Scale of science class effort,F1 student level composites,1,0,0,0,F1,X2,0,789
X2PROBLEM,X2 Scale of problems at high school,F1 student level composites,1,0,0,0,F1,X2,0,8
X2MTHID,X2 Scale of student's mathematics identity,F1 student level composites,1,0,0,0,F1,X2,0,89
X2MTHUTI,X2 Scale of student's mathematics utility,F1 student level composites,1,0,0,0,F1,X2,0,89
X2MTHEFF,X2 Scale of student's mathematics self-efficacy,F1 student level composites,1,0,0,0,F1,X2,0,89
X2MTHINT,X2 Scale of student's interest in fall 2009 math course,F1 student level composites,1,0,0,0,F1,X2,0,789
X2SCIID,X2 Scale of student's science identity,F1 student level composites,1,0,0,0,F1,X2,0,89
X2SCIUTI,X2 Scale of student's science utility,F1 student level composites,1,0,0,0,F1,X2,0,89
X2SCIEFF,X2 Scale of student's science self-efficacy,F1 student level composites,1,0,0,0,F1,X2,0,89
X2SCIINT,X2 Scale of student's interest in fall 2009 science course,F1 student level composites,1,0,0,0,F1,X2,0,789
X2STU30OCC2,X2 Student occupation at age 30: 2-digit ONET code,F1 student level composites,1,1,0,0,F1,X2,0,89
X2STU30OCC6,X2 Student occupation at age 30: 6-digit ONET code,F1 student level composites,0,0,0,0,F1,X2,0,
X2STU30OCC_STEM1,X2 Student occupation at age 30: STEM code 1 (sub-domain),F1 student level composites,0,0,0,0,F1,X2,0,
X2STU30OCC_STEM2,X2 Student occupation at age 30: STEM code 2 (type of occupation),F1 student level composites,0,0,0,0,F1,X2,1,
X2STUEDEXPCT,X2 How far in school sample member thinks he/she will get,F1 student level composites,1,1,0,0,F1,X2,0,8
X2PAREDEXPCT,X2 How far in school parent thinks sample member will go,F1 student level composites,1,1,0,0,F1,X2,0,8
X2S2SSPR12,X2 S2 Teenager taking science/computer science/tech class(es) in spring 2012,F1 student level composites,1,1,0,0,F1,X2,0,789
X2REQLEVEL,X2 Highest level of education student indicates will meet minimum requirements,F1 student level composites,1,1,0,0,F1,X2,0,89
X2S2EARNNOHS,X2 S2 Earnings without HS diploma standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,89
X2S2EARNHS,X2 S2 Earnings with HS diploma standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,89
X2S2EARNOCC,X2 S2 Earnings with occupational training diploma standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,89
X2S2EARN2YPUB,X2 S2 Earnings with two year college degree standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,89
X2S2EARN4Y,X2 S2 Earnings with four year college degree standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,89
X2PEARNNOHS,X2 Parent questionnaire earnings without HS diploma standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,689
X2PEARNHS,X2 Parent questionnaire earnings with HS diploma standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,689
X2PEARNOCC,X2 Parent questionnaire earnings with occupational training diploma standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,689
X2PEARN2YPUB,X2 Parent questionnaire earnings with two year college degree standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,689
X2PEARN4Y,X2 Parent questionnaire earnings with four year college degree standardized by year,F1 student level composites,1,1,0,0,F1,X2,0,689
X2TESTSTAT,X2 Student mathematics assessment status,F1 student level composites,0,0,0,0,F1,X2,0,
X2TESTDATE,X2 Student mathematics assessment date (YYYYMM),F1 student level composites,0,0,0,0,F1,X2,0,
X2SQSTAT,X2 Student questionnaire status,F1 student level composites,0,0,0,0,F1,X2,0,
X2SQDATE,X2 Student questionnaire date (YYYYMM),F1 student level composites,0,0,0,0,F1,X2,0,
X2SQINCAPABL,X2 Student questionnaire incapable,F1 student level composites,0,0,0,0,F1,X2,0,
X2PQSTAT,X2 Parent questionnaire status,F1 student level composites,0,0,0,0,F1,X2,0,
X2PQDATE,X2 Parent questionnaire date (YYYYMM),F1 student level composites,0,0,0,0,F1,X2,0,
X2PQLANG,X2 Parent questionnaire language (English v. Spanish),F1 student level composites,1,1,0,0,F1,X2,0,68
X2CONTROL,X2 School control,F1 student level composites,1,1,0,0,F1,X2,0,69
X2LOCALE,X2 School locale (urbanicity),F1 student level composites,1,1,0,0,F1,X2,0,69
X2REGION,X2 School geographic region,F1 student level composites,1,1,0,0,F1,X2,0,69
X2CENDIV,X2 School census geographic division,F1 student level composites,0,0,0,0,F1,X2,0,
X2STATE,X2 State code for school,F1 student level composites,0,0,0,0,F1,X2,0,
X2FREELUNCH,X2 Grade 11 percent free lunch-categorical,F1 student level composites,0,0,0,0,F1,X2,0,
X2SCHOOLCLI,X2 Scale of administrator's assessment of school climate,F1 student level composites,1,0,0,0,F1,X2,0,89
X2AQSTAT,X2 administrator questionnaire status,F1 student level composites,0,0,0,0,F1,X2,0,
X2AQDATE,X2 administrator questionnaire date (YYYYMM),F1 student level composites,0,0,0,0,F1,X2,0,
X2AQDESIGNEE,X2 administrator questionnaire designee respondent (designee resp v. no designee),F1 student level composites,0,0,0,0,F1,X2,0,
X2CQSTAT,X2 counselor questionnaire status,F1 student level composites,0,0,0,0,F1,X2,0,
X2CQDATE,X2 counselor questionnaire date (YYYYMM),F1 student level composites,0,0,0,0,F1,X2,0,
X3SQSTAT,X3 Student questionnaire status,U13 student level composites,0,0,0,0,U13,X3,0,
X3SQDATE,X3 Student questionnaire date (YYYYMM),U13 student level composites,0,0,0,0,U13,X3,0,
X3SQDATENOV1,X3 Student questionnaire date before November 1st,U13 student level composites,0,0,0,0,U13,X3,0,
X3RTYPE,X3 Student questionnaire respondent type,U13 student level composites,0,0,0,0,U13,X3,0,
X3DROPOUTTIME,X3 Dropout or alternative completer timeframe for last attended high school,U13 student level composites,0,0,0,0,U13,X3,0,
X3DROPSTAT,X3 U13 dropout status,U13 student level composites,0,0,0,0,U13,X3,0,
X3EVERDROP,X3 Ever dropout,U13 student level composites,0,0,0,0,U13,X3,0,
X3HSCREDTIME,X3 When expects to earn HS diploma or equivalent,U13 student level composites,0,0,0,0,U13,X3,0,
X3PROGLEVEL,X3 Degree program level,U13 student level composites,0,0,0,0,U13,X3,0,
X3CLGANDWORK,X3 Attend college and work status,U13 student level composites,0,0,0,0,U13,X3,0,
X3EARNPERHR1,X3 Current job earnings per hour,U13 student level composites,0,0,0,0,U13,X3,0,
X3EARNPERHR2,X3 Other job earnings per hour,U13 student level composites,0,0,0,0,U13,X3,0,
X3HSCRED,X3 Imputed version of S3HSCRED,U13 student level composites,0,0,0,0,U13,X3,0,
X3HSCREDTYPE,X3 Imputed version of S3HSCREDTYPE,U13 student level composites,0,0,0,0,U13,X3,0,
X3CLASSES,X3 Imputed version of S3CLASSES,U13 student level composites,0,0,0,0,U13,X3,0,
X3WORK,X3 Imputed version of S3WORK,U13 student level composites,0,0,0,0,U13,X3,0,
X3LASTHSDATE,X3 Imputed version of S3LASTHSYR/S3LASTHSMO combined as one date (YYYYMM),U13 student level composites,0,0,0,0,U13,X3,0,
X3NCESID,X3 School identification number from CCD or PSS,U13 student level composites,0,0,0,0,U13,X3,1,
X3CONTROL,X3 School control,U13 student level composites,0,0,0,0,U13,X3,0,
X3LOCALE,X3 School locale (urbanicity),U13 student level composites,0,0,0,0,U13,X3,0,
X3REGION,X3 School region,U13 student level composites,0,0,0,0,U13,X3,0,
X3CENDIV,X3 School census geographic division,U13 student level composites,0,0,0,0,U13,X3,1,
X3STATE,X3 State code for school,U13 student level composites,0,0,0,0,U13,X3,1,
X3MATCHATMPT,X3 Match attempt indicator for extant data sources,U13 student level composites,0,0,0,0,U13,X3,1,
X3EVERGED,X3 Ever received a GED,U13 student level composites,0,0,0,0,U13,X3,0,
X3GEDPASSED,X3 GED test passed,U13 student level composites,0,0,0,0,U13,X3,0,
X3GEDDATE,X3 GED test date passed,U13 student level composites,0,0,0,0,U13,X3,0,
X3GEDSTATE,X3 GED test state taken,U13 student level composites,0,0,0,0,U13,X3,1,
X3HSCOMPSTAT,X3 High school completion status (transcript and GED source updated),U13 student level composites,0,0,0,0,U13,X3,0,
X3HSCOMPDATE,X3 High school completion date,U13 student level composites,0,0,0,0,U13,X3,1,
X3TSTATGR8B,X3 Grade 8 and before transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATGR09,X3 Grade 9 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATGR10,X3 Grade 10 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATGR11,X3 Grade 11 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATGR12,X3 Grade 12 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATGRXX,X3 Grade unknown transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATYR8B,X3 School year 2008/09 and before transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATYR09,X3 School year 2009/10 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATYR10,X3 School year 2010/11 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATYR11,X3 School year 2011/12 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATYR12,X3 School year 2012/13 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATYR13,X3 School year 2013/14 transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TSTATYRXX,X3 School year unknown transcript availability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCOVERAGE,X3 Transcript coverage flag,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3NUMHSATTND,X3 Number of schools attended,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TTRNRCVD,X3 Number of transcripts received,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3ATTENDCTE,X3 Attended CTE center (flag),HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TLASTHS,X3 Last attended school ID as of transcript data collection,HS Transcript student level composites,0,0,0,0,HS,X3,1,
X3TTRNLASTHS,X3 Last school transcript provided flag,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3ELLSTATUS,X3 English language learner status,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TOUTCOME,X3 Transcript indicated outcome,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDENG,X3 Credits earned in: English,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDAPENG,X3 Credits earned in: AP/IB English,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAENG,X3 GPA:  English,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDALG1,X3 At least one credit earned in: algebra 1,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDALG2,X3 At least one credit earned in: algebra 2,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDINTM,X3 At least one credit earned in: integrated math,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDPREC,X3 At least one credit earned in: analysis/pre-calculus,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDAPMTH,X3 Credits earned in: AP/IB mathematics courses,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDCALC,X3 At least one credit earned in: calculus,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDGEO,X3 At least one credit earned in: geometry,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDSTAT,X3 At least one credit earned in: statistics/probability,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDTRIG,X3 At least one credit earned in: trigonometry,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDMAT,X3 Credits earned in: mathematics,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THIMATH,X3 Highest level mathematics course taken/pipeline,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THIMATH9,X3 Highest level mathematics course taken - ninth grade,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAMAT,X3 GPA: mathematics,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAHIMTH,X3 GPA - highest level mathematics course taken,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TWHENALG1,X3 When student took algebra I,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDAPSCI,X3 Credits earned in: AP/IB science courses,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDBIOL,X3 At least one credit earned in: biology,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDCHEM,X3 At least one credit earned in: chemistry,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDESCI,X3 At least one credit earned in: geology/earth science,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3T1CREDPHYS,X3 At least one credit earned in: physics,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDSCI,X3 Credits earned in: science,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THISCI,X3 Highest level science course taken,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THISCI9,X3 Highest level science course taken - ninth grade,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPASCI,X3 GPA:  science,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAHISCI,X3 GPA - highest level science course taken,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THIBIO,X3 Highest level biology course taken/pipeline,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THICHEM,X3 Highest level chemistry course taken/pipeline,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THIPHY,X3 Highest level physics course taken/pipeline,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THIOTHSCI,X3 Highest level other science course taken/pipeline,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDSOCST,X3 Credits earned in: social studies,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDAPSS,X3 Credits earned in: AP/IB social studies,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPASOCST,X3 GPA: social studies,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDART,X3 Credits earned in: fine arts,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDAPART,X3 Credits earned in: AP/IB fine arts,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAART,X3 GPA: fine arts,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDLANG,X3 Credits earned in: foreign languages,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDAPLNG,X3 Credits earned in: AP/IB/honors foreign language,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3THILANG,X3 Highest non-English language,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPALANG,X3 GPA: foreign language,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDREL,X3 Credits earned in: religion,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAREL,X3 GPA: religion,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDHELPE,X3 Credits earned in: personal health and physical education,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAHELPE,X3 GPA: personal health and physical education,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDMILSCI,X3 Credits earned in: military science,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAMILSCI,X3 GPA: military science,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDCOMPSCI,X3 Credits earned in: computer/information sciences,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPACOMPSCI,X3 GPA: computer/information sciences,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDCOM,X3 Credits earned in: communication,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPACOM,X3 GPA: communication,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDBUS,X3 Credits earned in: business,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPABUS,X3 GPA: business,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDMANU,X3 Credits earned in: manufacturing,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAMANU,X3 GPA: manufacturing,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDHELSCI,X3 Credits earned in: health sciences,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAHELSCI,X3 GPA: health sciences,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDPUBSER,X3 Credits earned in: public services,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAPUBSER,X3 GPA: public services,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDTOUR,X3 Credits earned in: hospitality and tourism,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPATOUR,X3 GPA: hospitality and tourism,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDARCH,X3 Credits earned in: architecture/construction,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TGPAARCH,X3 GPA: architecture/construction,HS Transcript student level composites,0,0,0,0,HS,X3,0,
X3TCREDAG,"X3 Credits earned in: agriculture, food, and nat. resources",HS Transcript student level composites,0,0,0,0,HS,X3,0,
